parameter,lot_id,date,Owner
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
PCHK_0.1V_01_LT,A24R3,2022-05-13,BEOL
vchnA_S7_DUT1_RES_LT,A24R3,2022-05-13,BEOL
METAL_KELVIN_M4_LT,A24R3,2022-05-13,BEOL
ISOVIA_V2_RES_LT,A24R3,2022-05-13,BEOL
ISOVIA_ISO_MD_Res_LT,A24R3,2022-05-13,BEOL
ISOVIA_ISO_Y1_LT,A24R3,2022-05-13,BEOL
Y1_ISOVIA~Res_LT,A24R3,2022-05-13,BEOL
Y1_ISOVIA_E~Res_LT,A24R3,2022-05-13,BEOL
Y1_ISOVIA_D~Res_LT,A24R3,2022-05-13,BEOL
BEOL_STK_MD_kelvin~Res_LT,A24R3,2022-05-13,BEOL
TPLL053_1b_RPD_Iginv_LT,A24R3,2022-05-13,SRAM
Cap_N_type_LVT_3_8_60_162000_Cov_LT,A24R3,2022-05-13,Device
Cap_P_type_ULVT_3_8_60_MDB_54000_Cov_LT,A24R3,2022-05-13,Device
CAP_P_ULVT_4_150_230_7700_Ij_LT,A24R3,2022-05-13,Device
Cap_P_type_LVT_20_200_280_20400_Toxgl_LT,A24R3,2022-05-13,Device
Toxgl_P_type_LVT_20_200_280_20400_1V_LT,A24R3,2022-05-13,Device
MIMCAP_QM_HMPM_1900x600_cap_LT,A202D,2022-05-05,BEOL
BEOLCAP_M4_TOTAL_LT,A202D,2022-05-05,BEOL
vchnB_V2_DUT1_RES_LT,A202D,2022-05-05,BEOL
vchnA_V2_DUT2_RES_LT,A202D,2022-05-05,BEOL
vchnB_V2_DUT2_RES_LT,A202D,2022-05-05,BEOL
MIMCAP_QM_HMPM_20x20_cap_LT,A202D,2022-05-05,BEOL
MIMCAP_QM_HMPM_30x30_cap_LT,A202D,2022-05-05,BEOL
MIMCAP_QM_PM_20x20_cap_LT,A202D,2022-05-05,BEOL
MIMCAP_QM_PM_30x30_cap_LT,A202D,2022-05-05,BEOL
MIMCAP_QM_HM_20x20_cap_LT,A202D,2022-05-05,BEOL
MIMCAP_QM_HM_30x30_cap_LT,A202D,2022-05-05,BEOL
ISOVIA_BAR_V_MD_Res_LT,A202D,2022-05-05,BEOL
ISOVIA_BAR_H_V2_Res_LT,A202D,2022-05-05,BEOL
ISOVIA_BAR_H_MD_Res_LT,A202D,2022-05-05,BEOL
QMETAL_M4~BV_LT,A202D,2022-05-05,REL
QMETAL_M4_LKG~Lk_LT,A202D,2022-05-05,REL
SGP_NBTI_150_08_40F_U_SHIFT2_LT,A202D,2022-05-05,REL
CMBSRP_M4_DUT7_RES_LT,A202D,2022-05-05,BEOL
vchnC_MD_DUT1_RES_LT,A202D,2022-05-05,BEOL
vchnD_MD_DUT1_RES_LT,A202D,2022-05-05,BEOL
vchnC_S7_DUT1_RES_LT,A202D,2022-05-05,BEOL
vchnD_S7_DUT1_RES_LT,A202D,2022-05-05,BEOL
vchnB_V2_DUT6_RES_LT,A202D,2022-05-05,BEOL
ISOVIA_PAB_V2_Res_LT,A202D,2022-05-05,BEOL
vchnA_MD_DUT1_RES_LT,A21HN,2022-04-20,BEOL
CMBSRP_M4_DUT4_RES_LT,A21HN,2022-04-20,BEOL
METAL_KELVIN_J4_LT,A21HN,2022-04-20,BEOL
METAL_KELVIN_Z4_LT,A21HN,2022-04-20,BEOL
ISOVIA_ISO_BG_LT,A21HN,2022-04-20,BEOL
QMIM_10x10x480ea_PM_LKG~Lk_LT,A21HN,2022-04-20,BEOL
QMIM_10x10x480ea_PM~BV_LT,A21HN,2022-04-20,BEOL
QMIM_500x500x1ea_PM_LKG~Lk_LT,A21HN,2022-04-20,BEOL
QMIM_500x500x1ea_PM~BV_LT,A21HN,2022-04-20,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_05_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PCHK_0.1V_08_LT,A21HN,2022-04-19,BEOL
PL032S_FET_PU_Iginv_LT,A21HN,2022-04-19,SRAM
DLW_N_EGV_100_180_DDB_4_Vtsat@1.5V_LT,A21HN,2022-04-19,Device
DLW_N_EGV_100_180_DDB_4_Ioffs@1.5V_LT,A21HN,2022-04-19,Device
DLW_N_EGU_80_160_DDB_4_Vtlin_LT,A21HN,2022-04-19,Device
Cap_P_type_ULVT_3_8_60_MDB_54000_Cinv@0.75V_LT,A21HN,2022-04-19,Device
EP_HCI_after_LT,A1YUH,2022-04-16,REL
VCHN_JQ2_chn2_RES_LT,A1YUH,2022-04-14,BEOL
ISOVIA_LRG_MD_Res_LT,A1YUH,2022-04-14,BEOL
VCHN_JQ2_chn1_RES_LT,A231T,2022-04-12,BEOL
DLW_N_EGU_80_160_DDB_4_Ioffs@1.2V_LT,A231T,2022-04-12,Device
DLW_N_EGU_80_160_DDB_4_Ilow@1.2V_LT,A231T,2022-04-12,Device
DLW_N_EGU_80_160_DDB_4_Ioffd@1.2V_LT,A231T,2022-04-12,Device
ROSL9TNPG~Freq_075_LT,A231T,2022-04-12,Device
Cap_N_type_ULVT_3_8_60_54000_Iginv@1V_LT,A1YGB,2022-04-10,Device
VR_SN_27_20_8_54_Vbd_v3_LT,A1YGB,2022-04-10,REL
Toxgl_N_type_ULVT_3_8_60_54000_1V_LT,A1YGB,2022-04-10,Device
B1_BEOLCAP_lateral_C0_LT,A23AN,2022-04-07,BEOL
B1_BEOLCAP_total_C0_LT,A23AN,2022-04-07,BEOL
METAL_KELVIN_B1_LT,A1ZT5,2022-04-07,BEOL
WireRes_M1_3W3S_H_Res_LT,A23AN,2022-04-07,BEOL
WireRes_B1_3W3S_Res_LT,A23AN,2022-04-07,BEOL
BEOL_STK_V1_kelvin~Res_LT,A1ZT5,2022-04-07,BEOL
DLW_N_LVT_150_230_DDB_4_Vta@0.375_LT,A1ZT5,2022-04-07,Device
DLW_N_LVT_100_180_DDB_4_Vtsat@0.75V_LT,A1ZT5,2022-04-07,Device
DLW_N_LVT_40_100_DDB_4_Vtsat@0.75V_LT,A1ZT5,2022-04-07,Device
DLW_N_LVT_30_90_DDB_4_Vtsat@0.75V_LT,A1ZT5,2022-04-07,Device
ncap_0.15_Cgd@Vgd=0.3V_1M_LT,A1ZT5,2022-04-07,Device
ncap_0.15_Cgd@Vgd=0.5V_1M_LT,A1ZT5,2022-04-07,Device
Cap_N_type_SLVT_3_8_60_54000_Cinv@0.75V_LT,A1ZT5,2022-04-07,Device
CMBSRP_B1_H_DUT4_RES_LT,A23AN,2022-04-07,BEOL
CMBSRP_B1_H_DUT3_RES_LT,A23AN,2022-04-07,BEOL
CMBSRP_B1_H_DUT2_RES_LT,A23AN,2022-04-07,BEOL
CMBSRP_B1_H_DUT1_RES_LT,A1ZT5,2022-04-07,BEOL
ncap_0.15_Cgd@Vgd=0.25V_1M_LT,A1ZT5,2022-04-07,Device
ncap_0.15_Cgd@Vgd=0.2V_1M_LT,A1ZT5,2022-04-07,Device
ncap_0.15_Cgd@Vgd=0.4V_1M_LT,A1ZT5,2022-04-07,Device
