parameter,lot_id,date,Owner
PL032S_FET_PD_Idsat_M5,A2BZY,2022-08-23,SRAM
PL032S_FET_PG_Idsat_M5,A2BZY,2022-08-23,SRAM
P032_FET_PD_Idlin_M5,A2BZY,2022-08-23,SRAM
P032_FET_PG_Idlin_M5,A2BZY,2022-08-23,SRAM
PL032S_FET_PD_Idlin_M5,A2BZY,2022-08-23,SRAM
PL032S_FET_PG_Idlin_M5,A2BZY,2022-08-23,SRAM
NSL9T4FMDBNF1~Vtsat_100n_M5,A2BZY,2022-08-23,Device
NSL9T4FMDBNF154~Vtlin_100n_M5,A2BZY,2022-08-23,Device
NSL9T4FMDBNF154~Vtsat_100n_M5,A2BZY,2022-08-23,Device
NSL9T2FMDBNF1~Vtlin_100n_M5,A2BZY,2022-08-23,Device
NSL9T2FMDBNF1~Vtsat_100n_M5,A2BZY,2022-08-23,Device
NL9T4FMDBREF~Vtlin_100n_M5,A2BZY,2022-08-23,Device
NL9T4FMDBREF~Vtsat_100n_M5,A2BZY,2022-08-23,Device
NR9T2FMDB~Vtlin_100n_M5,A2BZY,2022-08-23,Device
NR9T4FMDBNF1~Vtlin_100n_M5,A2BZY,2022-08-23,Device
NR9T4FMDBNF1~Vtsat_100n_M5,A2BZY,2022-08-23,Device
NR9T4FMDBREF~Vtlin_100n_M5,A2BZY,2022-08-23,Device
NR9T4FMDBREF~Vtsat_100n_M5,A2BZY,2022-08-23,Device
P032_1b_PD_Vtsat_avg_M5,A2BZY,2022-08-23,SRAM
P032_1b_PD_Idsat_avg_M5,A2BZY,2022-08-23,SRAM
P032_1b_PG_Idsat_avg_M5,A2BZY,2022-08-23,SRAM
PL032S_1b_PD_Vtsat_avg_M5,A2BZY,2022-08-23,SRAM
PL032S_1b_PG_Vtsat_avg_M5,A2BZY,2022-08-23,SRAM
PL032S_1b_PD_Idsat_avg_M5,A2BZY,2022-08-23,SRAM
PL032S_1b_PG_Idsat_avg_M5,A2BZY,2022-08-23,SRAM
PL032S_4FET_PD_Isoff_M5,A2BZY,2022-08-23,SRAM
PL032S_4FET_PG_Isoff_M5,A2RDR,2022-08-23,SRAM
TPLL053_1b_RPD_Idlin_M5,A2BZY,2022-08-23,SRAM
TPLL053_1b_RPD_Idsat_M5,A2BZY,2022-08-23,SRAM
TPLL053_1b_RPD_Vtsat_M5,A2BZY,2022-08-23,SRAM
TPLL053_1b_RPG_Isoff_M5,A2BZY,2022-08-23,SRAM
TPLL053_1b_RPG_Idoff_M5,A2BZY,2022-08-23,SRAM
TPLL053_1b_RPG_Idlin_M5,A2BZY,2022-08-23,SRAM
TPLL053_1b_RPG_Idsat_M5,A2BZY,2022-08-23,SRAM
TPLL053_1b_RPG_Vtlin_M5,A2BZY,2022-08-23,SRAM
TPLL053_1b_RPG_Vtsat_M5,A2BZY,2022-08-23,SRAM
TPLL053_4FET_RPD_Isoff_M5,A2BZY,2022-08-23,SRAM
TPLL053_4FET_RPG_Isoff_M5,A2BZY,2022-08-23,SRAM
EGN_PBTI_150_20F_PreVt_M5,AZCP5,2022-08-20,REL
EGN_PBTI_150_20F_PreVt_M5,AZCP5,2022-08-20,REL
EGN_PBTI_150_20F_PreVt_M5,AZCP5,2022-08-20,REL
EGN_PBTI_150_20F_PreVt_M5,AZCP5,2022-08-20,REL
EGP_NBTI_150_20F_PreVt_M5,AZCP5,2022-08-20,REL
EGP_NBTI_150_20F_PreVt_M5,AZCP5,2022-08-20,REL
EGP_NBTI_150_20F_PreVt_M5,AZCP5,2022-08-20,REL
EGP_NBTI_150_20F_PreVt_M5,AZCP5,2022-08-20,REL
SGN_PBTI_08_40F_U_PreVt_M5,AZCP5,2022-08-20,REL
SGN_PBTI_08_40F_U_PreVt_M5,AZCP5,2022-08-20,REL
SGN_PBTI_08_40F_U_PreVt_M5,AZCP5,2022-08-20,REL
SGN_PBTI_08_40F_U_PreVt_M5,AZCP5,2022-08-20,REL
SGP_NBTI_08_40F_U_PreVt_M5,AZCP5,2022-08-20,REL
SGP_NBTI_08_40F_U_PreVt_M5,AZCP5,2022-08-20,REL
SGP_NBTI_08_40F_U_PreVt_M5,AZCP5,2022-08-20,REL
SGP_NBTI_08_40F_U_PreVt_M5,AZCP5,2022-08-20,REL
EN_HCI_stress_ileak_IB_M5,AZCP5,2022-08-20,REL
SN_HCI_before_M5,AZCP5,2022-08-20,REL
SN_HCI_before_lin_M5,AZCP5,2022-08-20,REL
SN_HCI_stress_ileak_ID_M5,AZCP5,2022-08-20,REL
SN_HCI_stress_ileak_IS_M5,AZCP5,2022-08-20,REL
SN_HCI_after_M5,AZCP5,2022-08-20,REL
SN_HCI_after_lin_M5,AZCP5,2022-08-20,REL
SN_HCI_before_095_M5,AZCP5,2022-08-20,REL
SN_HCI_after_095_M5,AZCP5,2022-08-20,REL
SGP_NBTI_150_08_40F_U_PreVt_M5,AZCP5,2022-08-20,REL
P032_bit_PD_L_Vtsat_M5,A2C6U,2022-07-13,SRAM
P032_bit_PG_L_Vtsat_M5,A2C6U,2022-07-13,SRAM
P032_bit_PG_R_Vtsat_M5,A2C6U,2022-07-13,SRAM
P032_bit_PD_L_Vtlin_M5,A2C6U,2022-07-13,SRAM
P032_bit_PG_L_Vtlin_M5,A2C6U,2022-07-13,SRAM
P032_bit_PG_L_Idsat_M5,A2C6U,2022-07-13,SRAM
P032_bit_PG_L_Idlin_M5,A2C6U,2022-07-13,SRAM
P032_FET_PD_Vtsat_M5,A2C6U,2022-07-13,SRAM
P032_FET_PD_Vtlin_M5,A2C6U,2022-07-13,SRAM
P032_FET_PD_Idoff_M5,A2C6U,2022-07-13,SRAM
P032_IREAD_L_M5,A2C6U,2022-07-13,SRAM
PL032S_bit_PD_L_Vtlin_M5,A2C6U,2022-07-13,SRAM
PL032S_bit_PG_L_Vtlin_M5,A2C6U,2022-07-13,SRAM
PL032S_bit_PG_L_Idsat_M5,A2C6U,2022-07-13,SRAM
PL032S_bit_PG_L_Idlin_M5,A2C6U,2022-07-13,SRAM
PL032S_FET_PG_Vtsat_M5,A2C6U,2022-07-13,SRAM
PL032S_FET_PG_Vtlin_M5,A2C6U,2022-07-13,SRAM
PL032S_IREAD_L_M5,A2C6U,2022-07-13,SRAM
TPLL053_FET_RPG_Vtsat_M5,A2C6U,2022-07-13,SRAM
TPLL053_FET_RPG_Vtlin_M5,A2C6U,2022-07-13,SRAM
P032_ISB_M5,A2C6U,2022-07-13,SRAM
PL032S_ISB_M5,A2C6U,2022-07-13,SRAM
TPLL053_ISB_M5,A2C6U,2022-07-13,SRAM
QAHYB_PC2CA_mod2_SGN_VST1_M5,A2C6U,2022-07-13,REL
QAHYB_PC2CA_mod2_SGP_VRAMP_M5,A2C6U,2022-07-13,REL
QAHYB_PC2CA_mod2_SGP_VST1_M5,A2C6U,2022-07-13,REL
EP_HCI_before_lin_M5,A2C6U,2022-07-13,REL
EP_HCI_after_lin_M5,A2C6U,2022-07-13,REL
SP_HCI_stress_ileak_IG_M5,A2C6U,2022-07-13,REL
ROL9T4FMDBMOS~Freq_090_M5,A2C6U,2022-07-13,Device
ROL9T4FMDBMOS~Freq_090_M5,A2C6U,2022-07-13,Device
ROL9T4FMDBMOS~Freq_090_M5,A2C6U,2022-07-13,Device
ROL9T4FMDBMOS~Freq_090_M5,A2C6U,2022-07-13,Device
ROL9T4FMDBMOS~Freq_075_M5,A2C6U,2022-07-13,Device
SGP_NBTI_150_08_40F_U_Ref_IG_M5,A2C6U,2022-07-13,REL
VR_EP_42_40_150_230_Lk18_M5,A2C6U,2022-07-13,REL
VR_EP_42_40_150_230_VST1_M5,A2C6U,2022-07-13,REL
P032_1b_PG_Vtsat_avg_M5,A2C6U,2022-07-13,SRAM
P032_4FET_PD_Isoff_M5,A2C6U,2022-07-13,SRAM
TPLL053_1b_RPD_Isoff_M5,A2C6U,2022-07-13,SRAM
TPLL053_1b_RPD_Idoff_M5,A2C6U,2022-07-13,SRAM
TPLL053_1b_RPD_Vtlin_M5,A2C6U,2022-07-13,SRAM
ROL9T4FMDBFO1~Freq_075_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBFO1~Freq_075_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBFO1~Freq_075_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBFO1~Freq_075_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBFO1~Freq_075_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBFO1~Freq_075_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBFO1~Freq_075_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBFO1~Freq_075_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBFO1~Freq_075_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBMOS~Freq_060_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBMOS~Freq_060_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBMOS~Freq_060_M5,A2ABH,2022-06-05,Device
ROL9T4FMDBMOS~Freq_060_M5,A2ABH,2022-06-05,Device
EP_HCI_before_M5,A2B6F,2022-06-01,REL
EP_HCI_stress_ileak_ID_M5,A2B6F,2022-06-01,REL
EP_HCI_stress_ileak_IS_M5,A2B6F,2022-06-01,REL
EP_HCI_after_M5,A2B6F,2022-06-01,REL
EGN_PBTI_150_20F_Ref_ID_M5,A2B6D,2022-05-31,REL
EGN_PBTI_150_20F_Ref_ID_M5,A2B6D,2022-05-31,REL
EGN_PBTI_150_20F_Ref_ID_M5,A2B6D,2022-05-31,REL
EGN_PBTI_150_20F_Ref_ID_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_Ref_ID_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_Ref_ID_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_Ref_ID_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_Ref_ID_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_SHIFT1_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_SHIFT1_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_SHIFT1_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_SHIFT1_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_SHIFT2_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_SHIFT2_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_SHIFT2_M5,A2B6D,2022-05-31,REL
EGP_NBTI_150_20F_SHIFT2_M5,A2B6D,2022-05-31,REL
EN_HCI_before_lin_M5,A2B6D,2022-05-31,REL
SP_HCI_before_095_M5,A2B6D,2022-05-31,REL
SP_HCI_before_lin_095_M5,A2B6D,2022-05-31,REL
9T_V2BARPWR_4pt~Res_M5,A2B6D,2022-05-31,FEOLMOL_HOL
9T_V1V2PWR_4pt~Res_M5,A2B6D,2022-05-31,FEOLMOL_HOL
PSL9T2FMDBNF1~Vtlin_100n_M5,A2B6D,2022-05-31,Device
PSL9T2FMDBNF1~Vtsat_100n_M5,A2B6D,2022-05-31,Device
SGN_PBTI_08_40F_U_Ref_ID_M5,A2B6D,2022-05-31,REL
SGP_NBTI_08_40F_U_Ref_ID_M5,A2B6D,2022-05-31,REL
SGP_NBTI_150_08_40F_U_Ref_ID_M5,A2B6D,2022-05-31,REL
SGP_NBTI_150_08_40F_U_SHIFT1_M5,A2B6D,2022-05-31,REL
SGP_NBTI_150_08_40F_U_SHIFT2_M5,A2B6D,2022-05-31,REL
