Wafer ID,FAMILY_CODE,8_24C_Yield,22_24C_Yield,DI51_C5_M7125P125A_ST_A102_4M_Perfect,SailSM_K2_AllChains_1p25vFM_Perfect,SailSM_K2_AllChains_0p5vFM_LY,fin_res,fin_res_metric2,WETSTRIPSWPCP.1 Process Tool,PC DC10,WETSWSTRIPCTP.1 Process Tool,CT DC10,DC10
6A06F182SOF3,9S,0,0,94.4400024,94.8700027,64.8600006,N,0,DC10,1,DC09,0,1
6A05T314SOF0,9S,0.36,0.16,80.5500031,,,M,9,DC09,0,DC11,0,0
6A05S078SOH0,US,0.36,0.16,88.8799973,,,N,0,DC09,0,DC10,1,1
6A05T326SOD2,US,0.36,0.16,84.4100037,87.1699982,97.0500031,M,8,DC11,0,DC10,1,1
6A05T378SOE6,US,0.36,0.16,91.6600037,92.3000031,100,N,0,DC10,1,DC10,1,1
6A06E031SOB2,US,0.36,0.16,91.6600037,97.4300003,100,M,2,DC11,0,DC09,0,0
6A05Z133SOG3,US,0.36,0.17,94.4400024,87.1699982,97.0500031,N,0,DC11,0,DC09,0,0
6A04X003SOE6,9S,0.36,0.17,94.4400024,97.4300003,97.3600006,N,0,DC09,0,DC10,1,1
6A069142SOE5,US,0.36,0.17,97.2200012,92.3000031,100,N,0,DC09,0,DC11,0,0
6A060203SOB3,US,0.36,0.17,91.6600037,92.3000031,97.2200012,N,0,DC11,0,DC11,0,0
6A05S190SOD2,US,0.36,0.17,91.6600037,92.3000031,97.2200012,M,4,DC10,1,DC09,0,1
65600A0YSEG1,US,0.36,0.19,83.3300018,87.1699982,97.0500031,M,4,DC09,0,DC09,0,0
6560098NSEC3,9S,0.36,0.19,94.4400024,94.8700027,97.2900009,N,0,DC09,0,DC10,1,1
6A05U043SOC4,US,0.36,0.2,86.1100006,94.8700027,100,N,0,DC11,0,DC09,0,0
6A067285SOE2,9S,0.36,0.2,91.6600037,94.8700027,94.5899963,N,0,DC11,0,DC10,1,1
6A069250SOH1,US,0.36,0.2,88.8799973,92.3000031,97.2200012,N,0,DC11,0,DC10,1,1
6570050LSEA1,9S,0.36,0.2,88.8799973,,,M,3,DC11,0,DC10,1,1
6A060219SOB7,US,0.36,0.2,94.4400024,,,N,0,DC10,1,DC10,1,1
6A05R021SOG0,US,0.36,0.2,97.2200012,,,N,0,DC09,0,DC09,0,0
6560275ASEC4,9S,0.36,0.22,86.1100006,92.3000031,100,M,3,DC09,0,DC10,1,1
6A05U042SOF5,US,0.36,0.22,83.3300018,87.1699982,100,M,5.83333333,DC11,0,DC09,0,0
6A069228SOF4,9S,0.36,0.22,100,,,N,0,DC11,0,DC11,0,0
6A05S123SOG5,US,0.36,0.22,97.2200012,92.3000031,97.2200012,N,0,DC09,0,DC10,1,1
6560064SSEA7,US,0.36,0.22,91.6600037,92.3000031,100,N,0,DC10,1,DC11,0,1
6A05Y166SOC6,US,0.36,0.23,94.4400024,97.4300003,97.3600006,N,0,DC10,1,DC10,1,1
6A063046SOF4,US,0.36,0.25,97.2200012,,,N,0,DC11,0,DC11,0,0
6A064268SOG7,9S,0.36,0.28,88.8799973,92.3000031,100,N,0,DC11,0,DC11,0,0
6A05U152SOB7,9S,0.38,0.03,88.8799973,100,97.4300003,M,6.66666667,DC09,0,DC11,0,0
6A06C095SOA2,9S,0.38,0.03,83.3300018,,,N,0,DC11,0,DC10,1,1
6A04Z211SOH1,9S,0.38,0.05,94.4400024,89.7399979,100,N,0,DC09,0,DC10,1,1
65700550SEG7,9S,0.38,0.06,94.4400024,94.8700027,100,N,0,DC09,0,DC09,0,0
6A04F203SOD5,9S,0.38,0.06,91.6600037,97.4300003,100,N,0,DC09,0,DC09,0,0
65600A3CSEH2,9S,0.38,0.06,91.6600037,97.4300003,97.3600006,N,0,DC11,0,DC10,1,1
6A066138SOC3,9S,0.38,0.08,97.2200012,100,100,N,0,DC09,0,DC09,0,0
6A06C024SOB3,9S,0.38,0.08,88.8799973,94.8700027,100,N,0,DC10,1,DC11,0,1
65600A78SEA5,9S,0.38,0.08,94.4400024,97.4300003,94.7300034,N,0,DC09,0,DC09,0,0
6560090LSEC1,US,0.38,0.08,86.1100006,100,100,N,0,DC11,0,DC11,0,0
6A065082SOH2,9S,0.38,0.09,86.1100006,84.6100006,100,N,0,DC09,0,DC10,1,1
6A05Q081SOD1,9S,0.38,0.09,83.3300018,89.7399979,97.1399994,M,8,DC11,0,DC11,0,0
6A066144SOE5,9S,0.38,0.11,94.4400024,92.3000031,97.2200012,N,0,DC09,0,DC09,0,0
6A04X111SOH2,9S,0.38,0.11,94.4400024,92.3000031,100,N,0,DC09,0,DC10,1,1
6570053MSED1,9S,0.38,0.11,88.8799973,,,N,0,DC09,0,DC09,0,0
65600934SEC1,US,0.38,0.11,88.8799973,,,M,2,DC11,0,DC11,0,0
65600A7MSEB3,US,0.38,0.11,91.6600037,,,N,0,DC11,0,DC09,0,0
6A062082SOG1,US,0.38,0.13,97.2200012,97.4300003,100,N,0,DC09,0,DC11,0,0
6A067036SOC4,9S,0.38,0.13,88.8799973,94.8700027,97.2900009,N,0,DC09,0,DC09,0,0
6A05U196SOA0,9S,0.38,0.13,94.4400024,92.3000031,100,N,0,DC11,0,DC09,0,0
6A04V208SOB3,9S,0.38,0.13,94.4400024,,,N,0,DC11,0,DC09,0,0
6A06C112SOC2,9S,0.38,0.14,94.4400024,,,N,0,DC09,0,DC09,0,0
6A05G065SOA0,US,0.38,0.14,94.4400024,87.1699982,100,N,0,DC10,1,DC10,1,1
6A05T389SOG1,US,0.38,0.14,97.2200012,89.7399979,97.1399994,N,0,DC10,1,DC10,1,1
6A05L079SOB2,9S,0.38,0.14,91.6600037,87.1699982,100,N,0,DC09,0,DC10,1,1
6A04P216SOC4,9S,0.38,0.14,100,,,N,0,DC09,0,DC09,0,0
6A067013SOC7,9S,0.38,0.16,88.8799973,97.4300003,97.3600006,N,0,DC11,0,DC09,0,0
6Q0IT099SOD4,US,0.38,0.16,80.5500031,84.6100006,96.9599991,M,11,DC11,0,DC09,0,0
6A065165SOC6,9S,0.38,0.16,94.4400024,,,N,0,DC09,0,DC09,0,0
6A064202SOG0,US,0.38,0.16,88.8799973,92.3000031,97.2200012,N,0,DC09,0,DC10,1,1
6A05Y008SOH2,9S,0.38,0.16,91.6600037,97.4300003,97.3600006,M,4,DC09,0,DC11,0,0
6A060202SOE4,US,0.38,0.16,97.2200012,97.4300003,97.3600006,N,0,DC10,1,DC10,1,1
6A067210SOD1,9S,0.38,0.17,88.8799973,92.3000031,100,M,5,DC09,0,DC11,0,0
6A05U213SOC0,9S,0.38,0.17,88.8799973,,,M,5,DC09,0,DC10,1,1
6A05U265SOD4,US,0.38,0.17,86.1100006,,,N,0,DC09,0,DC11,0,0
6560085SSED5,US,0.38,0.19,88.8799973,89.7399979,97.1399994,M,5,DC09,0,DC09,0,0
65600A6ZSEA4,US,0.38,0.19,97.2200012,97.4300003,97.3600006,N,0,DC09,0,DC09,0,0
6A05Y003SOA6,9S,0.38,0.19,97.2200012,94.8700027,100,N,0,DC09,0,DC11,0,0
6A061223SOD3,US,0.38,0.19,94.4400024,,,N,0,DC10,1,DC09,0,1
6A05M088SOB7,US,0.38,0.19,91.6600037,97.4300003,100,N,0,DC11,0,DC09,0,0
6A060196SOD7,US,0.38,0.2,97.2200012,,,N,0,DC09,0,DC09,0,0
6A05Z135SOA1,US,0.38,0.23,83.3300018,94.8700027,94.5899963,M,6,DC11,0,DC09,0,0
6A064078SOF6,US,0.38,0.23,88.8799973,92.3000031,97.2200012,N,0,DC11,0,DC09,0,0
6A060026SOC6,US,0.38,0.28,97.2200012,100,97.4300003,N,0,DC11,0,DC09,0,0
6A06D076SOD2,US,0.38,0.28,91.6600037,,,N,0,DC09,0,DC11,0,0
6A06F185SOD3,9S,0.39,0.02,86.1100006,94.8700027,100,N,0,DC09,0,DC11,0,0
6A068159SOB5,9S,0.39,0.05,80.5500031,100,100,M,2,DC09,0,DC10,1,1
6A04Q020SOF6,9S,0.39,0.08,88.8799973,,,N,0,DC11,0,DC09,0,0
6A069179SOD5,9S,0.39,0.09,97.2200012,89.7399979,100,N,0,DC11,0,DC09,0,0
6A05Q080SOG2,9S,0.39,0.09,86.1100006,92.3000031,100,N,0,DC09,0,DC11,0,0
6560098PSED4,9S,0.39,0.09,83.3300018,97.4300003,100,N,0,DC09,0,DC10,1,1
6Q0DS167SOC1,US,0.39,0.09,86.1100006,87.1699982,97.0500031,N,0,DC11,0,DC10,1,1
6A04Z206SOB6,9S,0.39,0.11,75,94.8700027,100,M,3.75,DC09,0,DC10,1,1
6A05R011SOB4,US,0.39,0.11,94.4400024,97.4300003,100,N,0,DC09,0,DC09,0,0
6A046101SOE6,US,0.39,0.13,83.3300018,97.4300003,100,M,8,DC11,0,DC10,1,1
6A069131SOD2,US,0.39,0.13,97.2200012,,,N,0,DC11,0,DC11,0,0
6A062229SOH1,US,0.39,0.13,88.8799973,92.3000031,100,N,0,DC10,1,DC11,0,1
6A06C022SOA2,9S,0.39,0.14,97.2200012,97.4300003,100,N,0,DC09,0,DC10,1,1
6A046148SOA7,US,0.39,0.14,83.3300018,84.6100006,100,M,2.5,DC11,0,DC10,1,1
6560423QSEA2,US,0.39,0.14,77.7699966,,,N,0,DC10,1,DC09,0,1
6A06F168SOH1,9S,0.39,0.16,97.2200012,,,N,0,DC09,0,DC09,0,0
6A065152SOA2,9S,0.39,0.16,91.6600037,92.3000031,100,N,0,DC09,0,DC09,0,0
6A05S154SOC2,US,0.39,0.16,86.1100006,,,N,0,DC11,0,DC11,0,0
6A05Y299SOG0,9S,0.39,0.17,94.4400024,,,N,0,DC09,0,DC10,1,1
6A063120SOH0,9S,0.39,0.17,88.8799973,,,N,0,DC11,0,DC09,0,0
6A06A307SOB6,US,0.39,0.17,83.3300018,,,N,0,DC09,0,DC11,0,0
6A063055SOF6,9S,0.39,0.17,94.4400024,97.4300003,100,N,0,DC09,0,DC11,0,0
6A065250SOF5,9S,0.39,0.17,94.4400024,,,N,0,DC09,0,DC11,0,0
6A065116SOG5,9S,0.39,0.17,100,100,100,N,0,DC09,0,DC11,0,0
6A05Y127SOD6,US,0.39,0.17,83.3300018,89.7399979,100,N,0,DC11,0,DC11,0,0
6A060299SOB0,US,0.39,0.19,91.6600037,,,M,3,DC11,0,DC09,0,0
6A069162SOG2,9S,0.39,0.19,94.4400024,,,N,0,DC09,0,DC11,0,0
6A05R076SOF4,US,0.39,0.19,88.8799973,97.4300003,100,M,3,DC09,0,DC09,0,0
6A03P287SOF6,9S,0.39,0.19,86.1100006,,,N,0,DC09,0,DC10,1,1
6A065112SOE3,9S,0.39,0.19,94.4400024,97.4300003,100,N,0,DC11,0,DC11,0,0
65602751SEA7,9S,0.39,0.2,88.8799973,82.0500031,96.8700027,N,0,DC09,0,DC10,1,1
6A05Z144SOA3,US,0.39,0.2,88.8799973,89.7399979,97.1399994,M,5,DC11,0,DC09,0,0
6A05Y294SOG7,US,0.39,0.2,94.4400024,,,N,0,DC09,0,DC09,0,0
6A059126SOC2,US,0.39,0.2,94.4400024,,,N,0,DC09,0,DC11,0,0
6A06F105SOE2,9S,0.39,0.2,94.4400024,100,100,N,0,DC11,0,DC11,0,0
6A069137SOG5,US,0.39,0.2,91.6600037,,,N,0,DC11,0,DC11,0,0
6A05U045SOD5,US,0.39,0.22,88.8799973,94.8700027,100,M,7,DC09,0,DC09,0,0
6A06D131SOA0,US,0.39,0.22,91.6600037,97.4300003,100,N,0,DC11,0,DC10,1,1
6A04B070SOA4,9S,0.39,0.23,94.4400024,97.4300003,97.3600006,N,0,DC11,0,DC09,0,0
6A05P075SOA4,US,0.39,0.25,86.1100006,92.3000031,100,N,0,DC09,0,DC09,0,0
6A065107SOG3,9S,0.41,0.06,88.8799973,97.4300003,100,N,0,DC09,0,DC11,0,0
6A05Z145SOE5,US,0.41,0.13,94.4400024,97.4300003,94.7300034,N,0,DC11,0,DC09,0,0
6570053NSEA0,9S,0.41,0.13,91.6600037,97.4300003,100,N,0,DC09,0,DC09,0,0
6A03P292SOD6,9S,0.41,0.13,86.1100006,94.8700027,100,N,0,DC09,0,DC10,1,1
6A064059SOB0,9S,0.41,0.13,88.8799973,,,N,0,DC11,0,DC11,0,0
6A03W094SOB7,9S,0.41,0.13,97.2200012,94.8700027,100,N,0,DC11,0,DC09,0,0
65600A3BSED0,9S,0.41,0.13,97.2200012,94.8700027,100,N,0,DC11,0,DC10,1,1
6A03W030SOC1,US,0.41,0.13,80.5500031,94.8700027,100,M,6.66666667,DC11,0,DC10,1,1
6A066255SOF1,9S,0.41,0.14,91.6600037,97.4300003,100,N,0,DC11,0,DC09,0,0
6A05Z090SOG6,9S,0.41,0.14,94.4400024,92.3000031,97.2200012,N,0,DC10,1,DC09,0,1
6A05Z094SOB5,9S,0.41,0.14,97.2200012,97.4300003,100,N,0,DC10,1,DC09,0,1
6A05T312SOD7,9S,0.41,0.14,94.4400024,,,N,0,DC09,0,DC11,0,0
6A05U261SOB2,US,0.41,0.14,83.3300018,,,M,9,DC09,0,DC11,0,0
6A05Z100SOC2,9S,0.41,0.16,97.2200012,92.3000031,100,N,0,DC10,1,DC09,0,1
6A067049SOF0,9S,0.41,0.16,91.6600037,97.4300003,100,N,0,DC09,0,DC11,0,0
6A067241SOG1,9S,0.41,0.16,88.8799973,89.7399979,100,M,3,DC09,0,DC11,0,0
6A05U067SOG3,9S,0.41,0.16,86.1100006,94.8700027,97.2900009,N,0,DC11,0,DC11,0,0
6A065249SOC4,9S,0.41,0.16,88.8799973,,,M,3,DC09,0,DC11,0,0
6A064125SOG4,US,0.41,0.17,100,97.4300003,92.0999985,N,0,DC11,0,DC09,0,0
6A05R215SOC0,9S,0.41,0.19,97.2200012,100,100,N,0,DC09,0,DC11,0,0
6A065201SOC1,9S,0.41,0.19,97.2200012,,,N,0,DC09,0,DC11,0,0
6A060193SOF7,US,0.41,0.2,80.5500031,100,100,N,0,DC11,0,DC09,0,0
6A069198SOB0,9S,0.41,0.2,88.8799973,,,N,0,DC11,0,DC11,0,0
6A067208SOD1,9S,0.41,0.2,91.6600037,94.8700027,100,N,0,DC11,0,DC10,1,1
6A063051SOD4,9S,0.41,0.2,94.4400024,92.3000031,97.2200012,N,0,DC09,0,DC11,0,0
6A063053SOE5,9S,0.41,0.2,97.2200012,92.3000031,97.2200012,N,0,DC09,0,DC11,0,0
6A065248SOF5,9S,0.41,0.2,91.6600037,,,M,2,DC09,0,DC11,0,0
6A069272SOC4,US,0.41,0.23,97.2200012,89.7399979,100,N,0,DC11,0,DC10,1,1
6A046153SOG2,US,0.41,0.23,91.6600037,100,100,N,0,DC11,0,DC09,0,0
6A063032SOG1,US,0.41,0.23,94.4400024,92.3000031,97.2200012,N,0,DC11,0,DC09,0,0
6A067188SOD1,US,0.41,0.23,100,94.8700027,100,N,0,DC11,0,DC10,1,1
6A05W028SOA6,US,0.41,0.25,91.6600037,,,N,0,DC09,0,DC10,1,1
6A05R055SOH0,US,0.41,0.25,86.1100006,94.8700027,100,M,3,DC09,0,DC10,1,1
65600A3FSEF2,9S,0.42,0.09,80.5500031,84.6100006,93.9300003,M,9,DC09,0,DC10,1,1
6A05R124SOD1,US,0.42,0.11,91.6600037,94.8700027,100,N,0,DC09,0,DC10,1,1
6A05L159SOG1,9S,0.42,0.13,88.8799973,89.7399979,100,N,0,DC09,0,DC11,0,0
6A05L076SOD2,9S,0.42,0.13,86.1100006,82.0500031,100,N,0,DC09,0,DC10,1,1
6A065214SOE5,9S,0.42,0.13,91.6600037,94.8700027,100,N,0,DC09,0,DC11,0,0
6A05Y047SOG2,9S,0.42,0.14,94.4400024,97.4300003,100,N,0,DC09,0,DC11,0,0
6A06F218SOF7,9S,0.42,0.16,91.6600037,94.8700027,100,N,0,DC09,0,DC10,1,1
6A067206SOC0,9S,0.42,0.16,88.8799973,97.4300003,100,N,0,DC11,0,DC10,1,1
6A05T030SOH0,US,0.42,0.16,84.4100037,92.3000031,97.2200012,M,6,DC11,0,DC10,1,1
6A068002SOB7,9S,0.42,0.17,94.4400024,94.8700027,100,N,0,DC11,0,DC09,0,0
6560084FSEC7,US,0.42,0.17,91.6600037,97.4300003,100,M,10,DC11,0,DC09,0,0
6A03T290SOE1,9S,0.42,0.17,83.3300018,87.1699982,100,N,0,DC09,0,DC09,0,0
6560093GSEB6,US,0.42,0.17,91.6600037,,,N,0,DC11,0,DC11,0,0
6A06C109SOF3,9S,0.42,0.19,97.2200012,,,N,0,DC11,0,DC09,0,0
6A063028SOF0,US,0.42,0.19,94.4400024,94.8700027,100,N,0,DC11,0,DC09,0,0
6570054YSEH0,9S,0.42,0.19,97.2200012,94.8700027,100,N,0,DC09,0,DC10,1,1
6A060201SOA2,US,0.42,0.19,94.4400024,94.8700027,100,N,0,DC10,1,DC10,1,1
6A05Z143SOD4,US,0.42,0.2,88.8799973,97.4300003,100,N,0,DC11,0,DC09,0,0
6A053167SOA1,US,0.42,0.2,88.8799973,97.4300003,100,N,0,DC09,0,DC11,0,0
6A067235SOD7,9S,0.42,0.22,97.2200012,92.3000031,100,N,0,DC11,0,DC11,0,0
6A065213SOA3,9S,0.42,0.22,83.3300018,,,M,3,DC09,0,DC11,0,0
65600864SEB6,US,0.42,0.23,88.8799973,,,N,0,DC09,0,DC09,0,0
6A065110SOD2,9S,0.42,0.23,94.4400024,94.8700027,100,N,0,DC11,0,DC11,0,0
6A065120SOA3,9S,0.42,0.25,94.4400024,92.3000031,100,N,0,DC11,0,DC11,0,0
6A067196SOG4,US,0.42,0.27,97.2200012,94.8700027,100,N,0,DC11,0,DC10,1,1
6A06C284SOE4,9S,0.44,0.06,97.2200012,,,N,0,DC09,0,DC10,1,1
6A06C185SOC2,9S,0.44,0.11,86.1100006,,,N,0,DC10,1,DC11,0,1
6A05R210SOC7,9S,0.44,0.13,88.8799973,92.3000031,100,N,0,DC09,0,DC11,0,0
6A05Q008SOE2,9S,0.44,0.16,94.4400024,94.8700027,100,N,0,DC09,0,DC11,0,0
6A067283SOD1,9S,0.44,0.17,97.2200012,97.4300003,100,N,0,DC09,0,DC11,0,0
6A04D247SOB0,9S,0.44,0.17,91.6600037,94.8700027,97.2900009,N,0,DC09,0,DC09,0,0
6A053172SOF4,US,0.44,0.17,83.3300018,94.8700027,100,N,0,DC09,0,DC09,0,0
6A05Z136SOE3,US,0.44,0.19,94.4400024,94.8700027,100,N,0,DC11,0,DC09,0,0
65600A8HSEG6,9S,0.44,0.19,100,87.1699982,100,N,0,DC09,0,DC09,0,0
6570053ESEG0,9S,0.44,0.19,97.2200012,,,N,0,DC09,0,DC10,1,1
6Q0IT105SOE1,US,0.44,0.2,88.8799973,,,N,0,DC11,0,DC10,1,1
6A069151SOE7,9S,0.44,0.22,91.6600037,100,97.4300003,N,0,DC09,0,DC11,0,0
6A064234SOF7,US,0.44,0.22,86.1100006,97.4300003,100,N,0,DC09,0,DC11,0,0
6A060208SOA4,US,0.44,0.22,97.2200012,94.8700027,97.2900009,N,0,DC10,1,DC10,1,1
6A05R006SOD4,US,0.44,0.22,91.6600037,92.3000031,100,N,0,DC11,0,DC09,0,0
6A05Y048SOD1,9S,0.44,0.23,91.6600037,97.4300003,92.0999985,N,0,DC09,0,DC11,0,0
6A05R120SOA7,US,0.44,0.25,94.4400024,,,N,0,DC09,0,DC10,1,1
6A062227SOG0,US,0.44,0.25,88.8799973,94.8700027,97.2900009,N,0,DC10,1,DC11,0,1
6A05P028SOF4,US,0.44,0.27,77.7699966,97.4300003,100,M,9,DC09,0,DC09,0,0
6A04B049SOD1,9S,0.45,0.06,88.8799973,92.3000031,100,N,0,DC11,0,DC09,0,0
6A05U219SOF3,9S,0.45,0.11,91.6600037,,,N,0,DC09,0,DC10,1,1
65600A7BSEG2,9S,0.45,0.13,100,87.1699982,100,N,0,DC09,0,DC10,1,1
6A063102SOG4,9S,0.45,0.13,94.4400024,,,N,0,DC11,0,DC11,0,0
6A067009SOB6,9S,0.45,0.14,80.5500031,87.1699982,100,N,0,DC09,0,DC09,0,0
6A03Q291SOH2,9S,0.45,0.14,94.4400024,97.4300003,100,N,0,DC09,0,DC09,0,0
6A065134SOH1,9S,0.45,0.16,97.2200012,,,N,0,DC09,0,DC11,0,0
6A067204SOA7,9S,0.45,0.2,94.4400024,92.3000031,100,N,0,DC09,0,DC11,0,0
6A064235SOC6,US,0.45,0.2,94.4400024,84.6100006,100,N,0,DC09,0,DC10,1,1
6560406XSEB0,US,0.45,0.2,91.6600037,,,N,0,DC09,0,DC11,0,0
6A062231SOH1,US,0.45,0.23,91.6600037,,,N,0,DC11,0,DC11,0,0
6A05T318SOH2,9S,0.45,0.23,88.8799973,,,N,0,DC11,0,DC11,0,0
6A05R009SOB4,US,0.45,0.28,91.6600037,92.3000031,100,N,0,DC11,0,DC09,0,0
6A03P289SOG7,9S,0.47,0.13,91.6600037,94.8700027,100,N,0,DC09,0,DC10,1,1
6A05U070SOD2,9S,0.47,0.14,94.4400024,94.8700027,100,N,0,DC09,0,DC09,0,0
6A06D161SOG1,US,0.47,0.14,97.2200012,100,97.4300003,N,0,DC09,0,DC09,0,0
6560085YSEH0,US,0.47,0.19,94.4400024,,,N,0,DC09,0,DC09,0,0
6570053JSEF1,9S,0.47,0.19,94.4400024,97.4300003,100,N,0,DC09,0,DC10,1,1
65600A8CSEA2,9S,0.47,0.2,88.8799973,,,N,0,DC09,0,DC10,1,1
6A067195SOC2,US,0.47,0.27,100,97.4300003,100,N,0,DC11,0,DC10,1,1
6A067187SOG2,US,0.47,0.28,100,97.4300003,97.3600006,N,0,DC11,0,DC10,1,1
6A067207SOG2,9S,0.48,0.11,91.6600037,100,100,N,0,DC11,0,DC11,0,0
6560098RSEE5,9S,0.48,0.13,91.6600037,,,N,0,DC09,0,DC10,1,1
6A063099SOD7,9S,0.48,0.14,88.8799973,,,N,0,DC09,0,DC11,0,0
6A069229SOC3,9S,0.48,0.16,94.4400024,,,N,0,DC09,0,DC10,1,1
6A05E359SOB6,US,0.48,0.17,94.4400024,,,N,0,DC10,1,DC10,1,1
6A05Z093SOE6,9S,0.48,0.19,86.1100006,82.0500031,100,N,0,DC10,1,DC09,0,1
6A065212SOD4,9S,0.48,0.19,86.1100006,,,N,0,DC09,0,DC11,0,0
6A05Y002SOD7,9S,0.48,0.22,91.6600037,87.1699982,97.0500031,N,0,DC09,0,DC11,0,0
6A064152SOH2,US,0.48,0.25,97.2200012,94.8700027,100,N,0,DC09,0,DC09,0,0
6A065105SOF2,9S,0.48,0.25,100,100,100,N,0,DC11,0,DC11,0,0
6A060295SOG1,US,0.48,0.27,97.2200012,,,N,0,DC11,0,DC09,0,0
6A04P100SOC7,9S,0.5,0.16,94.4400024,,,N,0,DC09,0,DC09,0,0
65600A8JSEA4,9S,0.5,0.17,94.4400024,94.8700027,100,N,0,DC09,0,DC10,1,1
6A05Y001SOH0,9S,0.5,0.17,94.4400024,97.4300003,100,N,0,DC09,0,DC11,0,0
6A04W115SOB6,9S,0.5,0.19,80.5500031,94.8700027,100,M,6,DC09,0,DC10,1,1
6A05Q001SOE0,9S,0.52,0.11,100,84.6100006,100,N,0,DC11,0,DC11,0,0
6A04P257SOC5,9S,0.52,0.17,88.8799973,,,N,0,DC11,0,DC09,0,0
6A067284SOA0,9S,0.52,0.31,100,94.8700027,100,N,0,DC11,0,DC11,0,0
6A065117SOD4,9S,0.53,0.16,100,92.3000031,100,N,0,DC11,0,DC11,0,0
6A065118SOA3,9S,0.55,0.28,94.4400024,97.4300003,100,N,0,DC11,0,DC11,0,0
