LOT_ID_BASE,WAFER_ID,FAMILY_CODE,"('TOP5_SCF_COUNT', 'M7060P060ATPA')","('TOP5_SCF_COUNT', 'M7125P125ATPA')","('TOP2_SCF_COUNT', 'M7060P060ATPA')","('TOP2_SCF_COUNT', 'M7125P125ATPA')",TP_VMAX,TP_VMIN,YLD_DELTA,Label
8IQT15023,6A04M023SOC2,US,0,0,0,0,100,100,0,
8IQT15023,6A04Q025SOE7,US,0,0,0,0,94.44,94.44,0,
8IQT15023,6A04R041SOE5,US,0,0,0,0,97.22,97.22,0,
8IQT15023,6A04R043SOF6,US,1,1,1,1,88.88,88.88,0,
8IQT15023,6A04R216SOD2,US,0,0,0,0,97.22,97.22,0,
8IQT15023,6A04R244SOA7,US,0,0,0,0,100,100,0,
8IQT15023,6A04R282SOD0,US,0,0,0,0,100,97.22,2.78,
8IQT15023,6A04R283SOH2,US,0,0,0,0,91.66,91.66,0,
8IQT15023,6A04V001SOC7,US,0,0,0,0,100,97.22,2.78,
8IQT15023,6A04V002SOH1,US,0,0,0,0,100,100,0,
8IQT15023,6A04V003SOE0,US,0,0,0,0,100,100,0,
8IQT15023,6A04V005SOF1,US,0,0,0,0,100,100,0,
8IQT15023,6A04V020SOA2,US,0,0,0,0,100,100,0,
8IQT15023,6A04V029SOB5,US,0,0,0,0,100,100,0,
8IQT15023,6A04V035SOD7,US,0,0,0,0,97.22,94.44,2.78,
8IQT15023,6A04V041SOG1,US,0,0,0,0,100,100,0,
8IQT15023,6A04V047SOC1,US,0,0,0,0,94.44,94.44,0,
8IQT15023,6A04V048SOG3,US,0,0,0,0,94.44,94.44,0,
8IQT22023,6A03R105SOH1,P2,0,0,0,0,100,100,0,
8IQT22023,6A05Y071SOB5,P2,0,0,0,0,91.66,91.66,0,
8IQT22023,6A05Y073SOC6,P2,0,0,0,0,97.22,97.22,0,
8IQT22023,6A062085SOE1,P2,0,0,0,0,100,100,0,
8IQT22023,6A062123SOE5,P2,0,0,0,0,94.44,94.44,0,
8IQT22023,6A06F077SOA7,P2,0,0,0,0,100,100,0,
8IQT22023,6A06F079SOC0,P2,0,0,0,0,88.88,88.88,0,
8IQT22023,6A06F080SOF1,P2,0,0,0,0,100,94.44,5.56,
8IQT22023,6A06F082SOG2,P2,0,0,0,0,100,100,0,
8IQT22023,6A06F084SOA0,P2,7,0,7,0,91.66,86.11,5.55,
8IQT22023,6A06F085SOE2,P2,1,0,1,0,97.22,91.66,5.56,
8IQT22023,6A06F086SOB1,P2,0,0,0,0,97.22,94.44,2.78,
8IQT22023,6A06F301SOA2,P2,0,0,0,0,91.66,91.66,0,
8IQT22023,6A06F346SOC5,P2,0,0,0,0,97.22,94.44,2.78,
8IQT22023,6A06F347SOG7,P2,0,0,0,0,100,100,0,
8IQT22023,6Q0DH276SOE6,P2,0,0,0,0,88.88,88.88,0,
8IQT22023,6Q0DM310SOE7,P2,1,1,1,1,86.11,86.11,0,
8IQT22023,6Q0DT158SOC2,P2,1,0,1,0,97.22,94.44,2.78,
8IQT25016,6A05D207SOA6,US,0,0,0,0,94.44,94.44,0,
8IQT25016,6A05D208SOF0,US,0,0,0,0,100,100,0,
8IQT25016,6A05D209SOB7,US,0,0,0,0,100,100,0,
8IQT25016,6A05D210SOF0,US,0,0,0,0,97.22,97.22,0,
8IQT25016,6A05D217SOF2,US,0,0,0,0,97.22,94.44,2.78,
8IQT25016,6A05D218SOC1,US,0,0,0,0,97.22,97.22,0,
8IQT25016,6A05M163SOA2,US,0,0,0,0,100,100,0,
8IQT25016,6A05M165SOB3,US,0,0,0,0,100,100,0,
8IQT25016,6A05M166SOF5,US,0,0,0,0,100,100,0,
8IQT25016,6A05M176SOC6,US,2,1,2,1,97.22,97.22,0,
8IQT25016,6A05M178SOD7,US,1,0,1,0,100,97.22,2.78,
8IQT25016,6A05M181SOA6,US,0,0,0,0,100,100,0,
8IQT25016,6A05M183SOB7,US,0,0,0,0,97.22,97.22,0,
8IQT25016,6A05M186SOH2,US,0,0,0,0,94.44,91.66,2.78,
8IQT26002,6A05J003SOC4,US,1,1,1,1,94.44,88.88,5.56,
8IQT26002,6A05J004SOG6,US,0,0,0,0,100,100,0,
8IQT26002,6A05J005SOD5,US,0,0,0,0,100,100,0,
8IQT26002,6A05J006SOA4,US,0,0,0,0,91.66,91.66,0,
8IQT26002,6A05J008SOB5,US,0,0,0,0,88.88,88.88,0,
8IQT26002,6A05J019SOD0,US,0,0,0,0,97.22,97.22,0,
8IQT26002,6A05J020SOG1,US,0,0,0,0,97.22,94.44,2.78,
8IQT26002,6A05J045SOG7,US,2,0,2,0,97.22,91.66,5.56,
8IQT26002,6A05J048SOE7,US,0,0,0,0,97.22,97.22,0,
8IQT26002,6A05M131SOA3,US,0,0,0,0,100,100,0,
8IQT26002,6A05M132SOE5,US,0,0,0,0,97.22,94.44,2.78,
8IQT26002,6A05M134SOF6,US,0,0,0,0,94.44,94.44,0,
8IQT26002,6A05M135SOC5,US,0,0,0,0,97.22,91.66,5.56,
8IQT26002,6A05T364SOF3,US,0,0,0,0,97.22,97.22,0,
8IQT26002,6A05T365SOC2,US,0,0,0,0,100,100,0,
8IQT26002,6A05X088SOG0,US,0,0,0,0,88.88,88.88,0,
8IQT26002,6A05X090SOG0,US,0,0,0,0,97.22,97.22,0,
8IQT26003,6A03C200SOB4,P2,0,0,0,0,100,100,0,
8IQT26003,6A03H152SOF6,P2,0,0,0,0,94.44,94.44,0,
8IQT26003,6A03R075SOC5,P2,0,0,0,0,100,100,0,
8IQT26003,6A03Z066SOF3,P2,0,0,0,0,100,97.22,2.78,
8IQT26003,6Q0DV077SOB2,P2,1,1,0,0,91.66,91.66,0,
8IQT26003,6Q0E4203SOA2,P2,0,0,0,0,97.22,97.22,0,
8IQT26003,6Q0E6218SOE5,P2,0,0,0,0,91.66,91.66,0,
8IQT26003,6Q0E8224SOA2,P2,0,0,0,0,100,100,0,
8IQT26003,6Q0EG031SOG6,P2,0,0,0,0,94.44,94.44,0,
8IQT26007,6A05U187SOH1,US,0,0,0,0,100,100,0,
8IQT26007,6A05U188SOE0,US,0,0,0,0,100,100,0,
8IQT26007,6A067250SOG3,US,0,0,0,0,94.44,94.44,0,
8IQT26007,6A067251SOD2,US,0,0,0,0,97.22,97.22,0,
8IQT26007,6A067299SOD5,US,0,0,0,0,100,100,0,
8IQT26007,6A069182SOA4,US,0,0,0,0,91.66,91.66,0,
8IQT26007,6A069192SOF0,US,0,0,0,0,100,100,0,
8IQT26008,6A067295SOB3,US,0,0,0,0,97.22,97.22,0,
8IQT26009,6560094CSEE0,US,4,1,4,1,77.77,80.55,-2.78,
8IQT26009,6560094ESEF1,US,0,0,0,0,88.88,86.11,2.77,
8IQT26009,6560094GSEG2,US,5,1,5,1,91.66,86.11,5.55,
8IQT26009,6560095GSED3,US,0,0,0,0,100,100,0,
8IQT26009,6560095HSEA2,US,0,0,0,0,97.22,97.22,0,
8IQT26009,6560095ISEE4,US,0,0,0,0,83.33,83.33,0,
8IQT26009,6560095JSEB3,US,0,0,0,0,100,100,0,
8IQT26009,6560095KSEF5,US,2129,1459,2122,1457,72.22,66.66,5.56,
8IQT26009,6560404CSEG0,US,0,0,0,0,97.22,97.22,0,
8IQT26009,6560404ESEH1,US,161,107,161,107,88.88,83.33,5.55,
8IQT26009,6560404GSEA7,US,3,0,3,0,97.22,88.88,8.34,
8IQT26009,6560404HSEF1,US,1,1,1,1,88.88,88.88,0,
8IQT26009,6560404JSEG2,US,0,0,0,0,100,100,0,
8IQT26009,6560404LSEA0,US,0,0,0,0,94.44,94.44,0,
8IQT26009,6560404MSEE2,US,1101,922,1101,922,88.88,88.88,0,
8IQT26009,6560404NSEB1,US,5,4,5,4,83.33,80.55,2.78,
8IQT26009,6560404PSEC2,US,22,12,19,10,83.33,83.33,0,
8IQT26009,65604066SEE0,US,0,0,0,0,97.22,97.22,0,
8IQT30003,6A03U051SOH2,US,0,0,0,0,97.22,94.44,2.78,
8IQT30003,6A067020SOC0,US,186,0,184,0,100,75,25,
8IQT30003,6A067140SOC6,US,754,0,476,0,97.22,8.33,88.89,
8IQT30003,6A067232SOF7,US,0,0,0,0,94.44,88.88,5.56,
8IQT30009,6A064088SOC7,US,0,0,0,0,97.22,97.22,0,
8IQT30009,6A064092SOE0,US,0,0,0,0,94.44,94.44,0,
8IQT30009,6A065051SOE2,US,0,0,0,0,100,97.22,2.78,
8IQT30009,6A065076SOF0,US,1,1,0,0,58.33,58.33,0,
8IQT30009,6A065098SOA3,US,0,0,0,0,100,97.22,2.78,
8IQT30009,6A065100SOG1,US,0,0,0,0,100,100,0,
8IQT30009,6A065122SOB4,US,0,0,0,0,94.44,94.44,0,
8IQT30009,6A065123SOF6,US,60,51,0,0,69.44,66.66,2.78,
8IQT30009,6A065124SOC5,US,0,0,0,0,94.44,94.44,0,
8IQT30009,6A065203SOD2,US,0,0,0,0,91.66,91.66,0,
8IQT30009,6A065206SOB2,US,1,0,0,0,38.88,36.11,2.77,
8IQT31012,6A051179SOF0,US,0,0,0,0,97.22,97.22,0,
8IQT31012,6A051180SOA6,US,0,0,0,0,91.66,91.66,0,
8IQT31012,6A051181SOF0,US,0,0,0,0,97.22,97.22,0,
8IQT31012,6A051182SOB7,US,0,0,0,0,97.22,97.22,0,
8IQT31012,6A051183SOG1,US,0,0,0,0,97.22,97.22,0,
8IQT31012,6A051185SOH2,US,0,0,0,0,94.44,94.44,0,
8IQT31012,6A051186SOE1,US,0,0,0,0,94.44,91.66,2.78,
8IQT31012,6A051188SOF2,US,0,0,0,0,100,100,0,
8IQT31012,6A051189SOC1,US,0,0,0,0,86.11,86.11,0,
8IQT31012,6A051190SOF2,US,0,0,0,0,94.44,94.44,0,
8IQT31012,6A051192SOG3,US,0,0,0,0,94.44,94.44,0,
8IQT31012,6A051196SOB2,US,0,0,0,0,100,100,0,
8IQT31012,6A051198SOC3,US,0,0,0,0,97.22,88.88,8.34,
8IQT31012,6A051199SOG5,US,0,0,0,0,97.22,94.44,2.78,
8IQT31012,6A057146SOD1,US,0,0,0,0,100,100,0,
8IQT31012,6A057151SOB1,US,1,2,1,2,97.22,97.22,0,
8IQT31012,6A057156SOA2,US,0,0,0,0,97.22,100,-2.78,
8IQT31012,6A057158SOB3,US,0,0,0,0,94.44,94.44,0,
8IQT31012,6A057159SOF5,US,0,0,0,0,91.66,88.88,2.78,
8IQT31012,6A057163SOG6,US,0,0,0,0,100,97.22,2.78,
8IQT31012,6A057166SOE6,US,0,0,0,0,91.66,91.66,0,
8IQT31012,6A057167SOB5,US,0,0,0,0,97.22,94.44,2.78,
8IQT31012,6A058128SOD0,US,0,0,0,0,97.22,94.44,2.78,
8IQT31012,6A058129SOH2,US,1,1,0,0,94.44,94.44,0,
8IQT31012,6A058131SOH2,US,0,0,0,0,97.22,97.22,0,
8IQT33010,65603W3NSEG3,US,0,0,0,0,94.44,94.44,0,
8IQT33010,65603W3PSEA1,US,0,0,0,0,94.44,94.44,0,
8IQT33010,65603W3QSEE3,US,0,0,0,0,97.22,91.66,5.56,
8IQT33010,65603W3RSEB2,US,0,0,0,0,100,100,0,
8IQT33010,65603W5RSEC7,US,0,0,0,0,91.66,91.66,0,
8IQT33010,65603W5VSEF1,US,1,1,0,0,91.66,88.88,2.78,
8IQT33010,65603W5XSEG2,US,0,0,0,0,94.44,94.44,0,
8IQT33010,65603W60SED0,US,0,0,0,0,91.66,91.66,0,
8IQT33010,65603W61SEH2,US,0,0,0,0,97.22,97.22,0,
8IQT33010,65603W63SEB0,US,0,0,0,0,100,100,0,
8IQT33010,65603W64SEF2,US,0,0,0,0,100,100,0,
8IQT33010,65603W65SEC1,US,1,0,1,0,97.22,94.44,2.78,
8IQT34012,65700707SEF0,US,0,0,0,0,100,100,0,
8IQT34012,6570071ISEE7,US,2,4,2,4,86.11,86.11,0,
8IQT34012,6570071JSEB6,US,0,0,0,0,97.22,97.22,0,
8IQT34012,6570071KSEG0,US,0,0,0,0,97.22,97.22,0,
8IQT34012,6570071LSEC7,US,0,0,0,0,91.66,91.66,0,
8IQT34012,6570071NSEE0,US,1,1,0,0,91.66,91.66,0,
8IQT34012,6570071PSEF1,US,0,0,0,0,100,100,0,
8IQT34012,6570071QSEC0,US,0,0,0,0,100,100,0,
8IQT34012,6570077FSEE3,US,2,2,2,2,88.88,88.88,0,
8IQT34012,6570077GSEB2,US,0,0,0,0,88.88,88.88,0,
8IQT34012,6570077HSEF4,US,0,0,0,0,94.44,94.44,0,
8IQT34012,6570077ISEC3,US,0,1,0,1,88.88,88.88,0,
8IQT34012,6570077JSEG5,US,1,1,0,0,91.66,91.66,0,
8IQT34012,6570077KSED4,US,0,2,0,2,91.66,91.66,0,
8IQT34012,6570077LSEA3,US,0,0,0,0,97.22,97.22,0,
8IQT34012,6570077MSEE5,US,1,0,1,0,91.66,88.88,2.78,
8IQT34012,6570077NSEB4,US,0,0,0,0,97.22,97.22,0,
8IQT34012,6570077PSEC5,US,0,0,0,0,94.44,94.44,0,
8IQT36010,65700B0DSEG3,US,0,0,0,0,100,100,0,
8IQT36010,65700B1SSEA7,US,0,0,0,0,100,100,0,
8IQT36010,65700B1TSEF1,US,0,0,0,0,97.22,97.22,0,
8IQT36010,65700B1USEC0,US,0,0,0,0,100,100,0,
8IQT36010,65700B1WSED1,US,0,0,0,0,100,100,0,
8IQT36010,65700B1YSEE2,US,0,0,0,0,94.44,94.44,0,
8IQT36010,65700B8GSED4,US,0,0,0,0,100,100,0,
8IQT36010,65700B8LSEC5,US,0,0,0,0,100,100,0,
8IQT36010,65700B8NSED6,US,0,0,0,0,97.22,97.22,0,
8IQT36010,65700B8PSEE7,US,0,0,0,0,97.22,97.22,0,
8IQT36010,65700B9YSED3,US,0,0,0,0,100,97.22,2.78,
8IQT36010,65700B9ZSEA2,US,0,0,0,0,100,100,0,
8IQT36010,65700BA0SEF2,US,0,0,0,0,97.22,97.22,0,
8IQT39007,6570063LSEF3,US,0,0,0,0,88.88,86.11,2.77,
8IQT39007,6570063MSEC2,US,0,0,0,0,94.44,97.22,-2.78,
8IQT39007,6570063NSEG4,US,0,0,0,0,94.44,91.66,2.78,
8IQT39007,6570063RSEB3,US,0,0,0,0,94.44,88.88,5.56,
8IQT39007,6570063TSEC4,US,0,0,0,0,100,100,0,
8IQT39007,6570063VSED5,US,2,2,2,2,97.22,97.22,0,
8IQT39007,6570063WSEA4,US,0,0,0,0,100,100,0,
8IQT39007,6570065ISEB5,US,0,0,0,0,97.22,97.22,0,
8IQT39007,6570066WSEG5,US,0,0,0,0,100,91.66,8.34,
8IQT39007,6570066XSED4,US,0,0,0,0,100,97.22,2.78,
8IQT39007,65700670SEA2,US,0,0,0,0,100,100,0,
8IQT39007,65700671SEE4,US,0,0,0,0,97.22,94.44,2.78,
8IQT39007,6570070USEH1,US,0,0,0,0,97.22,97.22,0,
8IQT39007,65700AB5SEC3,US,0,0,0,0,91.66,94.44,-2.78,
8IQT39007,65700AB6SEG5,US,0,0,0,0,97.22,97.22,0,
8IQT39007,65700AB7SED4,US,0,0,0,0,91.66,91.66,0,
8IQT39007,65700AB8SEA3,US,0,0,0,0,97.22,88.88,8.34,
8IQT39012,65700B6PSED2,CS,0,0,0,0,91.66,91.66,0,
8IQT39012,65700BA9SEG5,CS,0,0,0,0,94.44,94.44,0,
8IQT39012,65700BAASED6,CS,0,0,0,0,97.22,94.44,2.78,
8IQT39012,65700BABSEA5,CS,0,0,0,0,100,100,0,
8IQT39012,65700C0CSEB2,CS,0,0,0,0,94.44,94.44,0,
8IQT39012,65700C8LSEB6,CS,0,0,0,0,97.22,97.22,0,
8IQT39012,65700C8MSEG0,CS,0,0,0,0,97.22,94.44,2.78,
8IQT39012,65700C9YSEC4,CS,0,0,0,0,94.44,94.44,0,
8IQT40007,65700H5RSEC0,CS,0,0,0,0,91.66,91.66,0,
8IQT40007,65700H5XSEF3,CS,0,0,0,0,94.44,94.44,0,
8IQT40007,65700H6PSEF3,CS,1,1,1,1,94.44,94.44,0,
8IQT40007,65700H7ASEF1,CS,0,0,0,0,94.44,94.44,0,
8IQT40007,65700H7BSEC0,CS,0,0,0,0,94.44,94.44,0,
8IQT40007,65700H7CSEG2,CS,0,0,0,0,94.44,91.66,2.78,
8IQT40007,65700H80SED6,CS,0,0,0,0,97.22,97.22,0,
8IQT40007,65700H81SEA5,CS,0,0,0,0,97.22,97.22,0,
8IQT40007,65700H82SEE7,CS,0,0,0,0,97.22,94.44,2.78,
8IQT40007,65700H83SEB6,CS,0,0,0,0,100,97.22,2.78,
8IQT40007,65700L4JSEE2,CS,0,0,0,0,100,100,0,
8IQT40007,65700L4LSEF3,CS,0,0,0,0,94.44,94.44,0,
8IQT40007,65700L4MSEC2,CS,0,0,0,0,97.22,94.44,2.78,
8IQT40007,65700L4NSEG4,CS,1,1,1,1,88.88,88.88,0,
8IQT40007,65700L4QSEE4,CS,4,2,2,1,88.88,88.88,0,
8IQT40007,65700L4SSEF5,CS,0,0,0,0,97.22,94.44,2.78,
8IQT40007,65700L4TSEC4,CS,0,0,0,0,97.22,94.44,2.78,
8IQT40007,65700L4USEG6,CS,0,0,0,0,91.66,88.88,2.78,
8IQT40007,65700L4VSED5,CS,0,0,0,0,91.66,91.66,0,
8IQT40007,65700L8ESEB0,CS,0,0,0,0,100,100,0,
8IQT40008,65700K3XSEB1,9S,0,0,0,0,97.22,97.22,0,
8IQT40008,65700K3YSEF3,9S,16,1,13,1,83.33,66.66,16.67,
8IQT40008,65700K40SEF2,9S,0,0,0,0,94.44,94.44,0,
8IQT40008,65700K44SEA1,9S,0,0,0,0,94.44,94.44,0,
8IQT40008,65700K49SEG5,9S,0,0,0,0,94.44,94.44,0,
8IQT40008,65700L8PSED4,9S,0,0,0,0,91.66,94.44,-2.78,
8IQT40008,65700L9NSEG7,9S,0,0,0,0,91.66,91.66,0,
8IQT40008,65700L9PSEA5,9S,0,0,0,0,97.22,97.22,0,
8IQT40008,65700L9RSEB6,9S,0,0,0,0,97.22,94.44,2.78,
8IQT40008,65700L9SSEG0,9S,0,0,0,0,94.44,91.66,2.78,
8IQT40008,65700L9ZSEG2,9S,0,0,0,0,97.22,97.22,0,
8IQT40008,65700LBBSED6,9S,1,1,0,0,88.88,88.88,0,
8IQT40008,65700M3KSED1,9S,3,0,2,0,91.66,83.33,8.33,
8IQT40009,6A06R128SOB0,9S,107,0,85,0,97.22,50,47.22,
8IQT40009,6A06W297SOH1,9S,0,0,0,0,100,100,0,
8IQT40009,6A070334SOG4,9S,36,0,33,0,100,86.11,13.89,
8IQT40009,6A070338SOB3,9S,79,0,72,0,100,77.77,22.23,
8IQT40009,6A070339SOF5,9S,0,0,0,0,100,100,0,
8IQT40009,6A070343SOG6,9S,0,0,0,0,97.22,97.22,0,
8IQT40009,6A070344SOD5,9S,0,0,0,0,100,100,0,
8IQT40012,65506V7ESEB0,US,1,0,1,0,91.66,88.88,2.78,
8IQT40012,65506V7FSEF2,US,0,0,0,0,91.66,88.88,2.78,
8IQT40012,65506V7GSEC1,US,0,0,0,0,94.44,94.44,0,
8IQT40012,65506V7HSEG3,US,0,0,0,0,100,97.22,2.78,
8IQT40012,65506V7JSEA1,US,0,0,0,0,97.22,97.22,0,
8IQT40012,65506V7LSEB2,US,0,0,0,0,97.22,94.44,2.78,
8IQT40012,65506V8DSEB2,US,0,0,0,0,91.66,88.88,2.78,
8IQT40012,65506V8GSEG5,US,4716,30,3857,15,30.55,0,30.55,
8IQT40012,65506V8JSEE5,US,1,1,0,0,88.88,86.11,2.77,
8IQT40012,65506V8QSEE7,US,4527,37,3638,28,55.55,25,30.55,
8IQT40012,65506V8USEH1,US,15479,146,11659,82,8.33,0,8.33,
8IQT40016,6570075CSEE6,US,0,0,0,0,97.22,97.22,0,
8IQT40016,6570075DSEB5,US,0,0,0,0,100,100,0,
8IQT40016,6570075JSEF0,US,0,0,0,0,97.22,97.22,0,
8IQT40016,65700A6MSEG1,US,0,0,0,0,100,100,0,
8IQT40016,65700A6PSEE1,US,0,0,0,0,94.44,97.22,-2.78,
8IQT40016,65700A6VSEA1,US,0,0,0,0,100,100,0,
8IQT40016,65700A6YSEF4,US,0,0,0,0,100,94.44,5.56,
8IQT40016,65700A6ZSEC3,US,0,0,0,0,100,100,0,
8IQT40022,65700C17SEG3,US,0,0,0,0,97.22,97.22,0,
8IQT40022,65700C18SED2,US,3,2,3,2,91.66,88.88,2.78,
8IQT40022,65700C1BSEB4,US,0,0,0,0,94.44,94.44,0,
8IQT40022,65700C1ESEG7,US,0,0,0,0,97.22,97.22,0,
8IQT40022,65700C1FSED6,US,0,0,0,0,91.66,88.88,2.78,
8IQT40022,65700C1GSEA5,US,0,0,0,0,91.66,91.66,0,
8IQT40022,65700C1JSEG0,US,0,0,0,0,91.66,91.66,0,
8IQT40022,65700C2FSEA7,US,0,0,0,0,94.44,88.88,5.56,
8IQT40022,65700C2GSEF1,US,0,0,0,0,91.66,91.66,0,
8IQT40022,65700C2ISEG2,US,0,0,0,0,91.66,91.66,0,
8IQT40022,65700C2JSED1,US,0,0,0,0,91.66,91.66,0,
8IQT40022,65700C2LSEE2,US,0,0,0,0,97.22,97.22,0,
8IQT40022,65700C2PSEG4,US,0,0,0,0,97.22,91.66,5.56,
8IQT41001,6A067050SOA6,US,0,0,0,0,94.44,94.44,0,
8IQT41001,6A067051SOF0,US,0,0,0,0,97.22,94.44,2.78,
8IQT41001,6A067053SOG1,US,0,0,0,0,100,100,0,
8IQT41001,6A067054SOD0,US,0,0,0,0,94.44,94.44,0,
8IQT41001,6A067055SOH2,US,0,0,0,0,86.11,86.11,0,
8IQT41001,6A067056SOE1,US,0,0,0,0,91.66,91.66,0,
8IQT41001,6A067073SOA3,US,0,0,0,0,94.44,94.44,0,
8IQT41001,6A067275SOH1,US,0,0,0,0,94.44,94.44,0,
8IQT41001,6A067276SOE0,US,0,0,0,0,100,97.22,2.78,
8IQT41001,6A067277SOA7,US,0,0,0,0,97.22,97.22,0,
8IQT41001,6A067306SOB1,US,0,0,0,0,94.44,94.44,0,
8IQT41001,6A06A091SOE5,US,0,0,0,0,91.66,91.66,0,
8IQT41001,6A06A093SOF6,US,0,0,0,0,97.22,97.22,0,
8IQT41001,6A06A094SOC5,US,0,0,0,0,94.44,94.44,0,
8IQT41001,6A06A177SOF4,US,0,0,0,0,94.44,94.44,0,
8IQT41001,6A06A178SOC3,US,0,0,0,0,100,97.22,2.78,
8IQT41001,6A06A182SOD4,US,0,0,0,0,94.44,94.44,0,
8IQT41001,6A06A214SOB6,US,0,0,0,0,97.22,94.44,2.78,
8IQT41001,6A06C205SOC2,US,0,0,0,0,91.66,91.66,0,
8IQT41001,6A06C206SOG4,US,1,0,0,0,91.66,88.88,2.78,
8IQT41001,6A06C227SOF0,US,0,0,0,0,91.66,91.66,0,
8IQT41001,6A06C228SOB7,US,0,0,0,0,94.44,94.44,0,
8IQT41001,6A06C229SOG1,US,0,0,0,0,91.66,91.66,0,
8IQT41002,6A06R226SOG3,US,0,0,0,0,97.22,97.22,0,
8IQT41002,6A06R227SOD2,US,1,1,1,1,94.44,94.44,0,
8IQT41002,6A06R229SOE3,US,0,0,0,0,91.66,94.44,-2.78,
8IQT41002,6A06R231SOE3,US,0,0,0,0,91.66,94.44,-2.78,
8IQT41002,6A06R232SOB2,US,0,0,0,0,94.44,91.66,2.78,
8IQT41002,6A06R234SOC3,US,0,0,0,0,97.22,97.22,0,
8IQT41002,6A06R236SOD4,US,0,0,0,0,94.44,94.44,0,
8IQT41002,6A06R237SOA3,US,1,0,1,0,97.22,94.44,2.78,
8IQT41002,6A06R238SOE5,US,0,0,0,0,97.22,97.22,0,
8IQT41002,6A06R275SOC4,US,0,0,0,0,94.44,97.22,-2.78,
8IQT41002,6A06T276SOA1,US,0,0,0,0,97.22,97.22,0,
8IQT41002,6A06T293SOD6,US,0,0,0,0,100,100,0,
8IQT41002,6A06U108SOA4,US,0,0,0,0,94.44,94.44,0,
8IQT41002,6A06U131SOG3,US,0,0,0,0,97.22,97.22,0,
8IQT41002,6A06U140SOG5,US,0,0,0,0,91.66,91.66,0,
8IQT41002,6A06W015SOB2,US,0,0,0,0,94.44,94.44,0,
8IQT41002,6A06W016SOF4,US,0,0,0,0,97.22,97.22,0,
8IQT41002,6A06W017SOC3,US,0,0,0,0,94.44,94.44,0,
8IQT41002,6A06W018SOG5,US,0,0,0,0,91.66,91.66,0,
8IQT41002,6A06W020SOG5,US,0,0,0,0,94.44,94.44,0,
8IQT41002,6A06W021SOD4,US,0,0,0,0,91.66,91.66,0,
8IQT41002,6A06W022SOA3,US,0,0,0,0,97.22,97.22,0,
8IQT41002,6A06W024SOB4,US,0,0,0,0,97.22,94.44,2.78,
8IQT41002,6A06W025SOF6,US,0,0,0,0,94.44,94.44,0,
8IQT41007,65700G9GSED5,CS,0,0,0,0,91.66,91.66,0,
8IQT41007,65700G9LSEC6,CS,5,3,4,2,69.44,69.44,0,
8IQT41007,65700G9NSED7,CS,0,0,0,0,100,100,0,
8IQT41007,65700G9QSEB7,CS,0,0,0,0,97.22,97.22,0,
8IQT41007,65700G9TSEH2,CS,0,0,0,0,72.22,72.22,0,
8IQT41007,65700G9WSEF2,CS,0,0,0,0,97.22,97.22,0,
8IQT41007,65700G9XSEC1,CS,0,0,0,0,97.22,97.22,0,
8IQT41007,65700L9BSEA1,CS,0,0,0,0,97.22,97.22,0,
8IQT41007,65700L9DSEB2,CS,0,0,0,0,94.44,94.44,0,
8IQT41007,65700L9FSEC3,CS,0,0,0,0,100,100,0,
8IQT41007,65700L9MSEC5,CS,0,0,0,0,91.66,91.66,0,
8IQT41010,65700J52SEE3,US,0,0,0,0,94.44,94.44,0,
8IQT41010,65700J53SEB2,US,2,0,0,0,91.66,91.66,0,
8IQT41010,65700J54SEF4,XX,0,0,0,0,,,,
8IQT41010,65700J55SEC3,US,0,0,0,0,91.66,91.66,0,
8IQT41010,65700J58SEA3,US,0,0,0,0,94.44,94.44,0,
8IQT41010,65700J5BSEG0,US,0,0,0,0,94.44,94.44,0,
8IQT41010,65700J5CSEC7,US,3,0,3,0,91.66,86.11,5.55,
8IQT41010,65700J9ISEC1,US,0,0,0,0,94.44,91.66,2.78,
8IQT41010,65700JARSEC5,XX,0,0,0,0,,,,
8IQT41010,65700JBGSEE5,US,0,0,0,0,91.66,91.66,0,
8IQT41010,65700JBJSEC5,US,2,3,2,3,83.33,83.33,0,
8IQT41010,65700JBPSEG0,US,16,9,16,9,88.88,88.88,0,
8IQT41010,65700JBRSEH1,US,0,0,0,0,88.88,88.88,0,
8IQT42007,6A06Z090SOC3,US,0,0,0,0,97.22,97.22,0,
8IQT42007,6A06Z097SOC5,US,0,0,0,0,97.22,97.22,0,
8IQT42007,6A070197SOD6,US,0,0,0,0,94.44,94.44,0,
8IQT42007,6A070199SOE7,US,1,1,1,1,94.44,94.44,0,
8IQT42007,6A070200SOG3,US,0,0,0,0,100,100,0,
8IQT42007,6A070329SOB1,US,0,0,0,0,100,100,0,
8IQT42007,6A070330SOE2,US,0,0,0,0,97.22,97.22,0,
8IQT42007,6A070331SOB1,US,2,1,2,1,91.66,91.66,0,
8IQT42007,6A070353SOD7,US,0,0,0,0,94.44,94.44,0,
8IQT42007,6A070354SOA6,US,0,0,0,0,97.22,97.22,0,
8IQT42007,6A070356SOB7,US,0,0,0,0,94.44,94.44,0,
8IQT42007,6A070358SOD0,US,0,0,0,0,97.22,91.66,5.56,
8IQT43006,65700J04SEF1,US,0,0,0,0,94.44,91.66,2.78,
8IQT43006,65700J05SEC0,US,0,0,0,0,100,97.22,2.78,
8IQT43006,65700J06SEG2,US,0,0,0,0,94.44,94.44,0,
