LAMINATE,LEVEL,LAST_PASS_SUBSECTOR,COMPONENT_SERIAL_NUMBER,FABLOT,WAFER_ID_XY,RADIUS_CENTER_5,SORT_DESC,TEST_DATE
ZTHEMIS_CP,ModFnl-E,1,B5149747,8IQU21010,6A08I242SOB0/21/44,D,J: CHIPLET CHAIN N,7/23/19
ZTHEMIS_CP,ModFnl-E,1,B5162413,8IQU21010,6A08I242SOB0/35/22,D,s: 11 Core AG Low Pwr,7/31/19
ZTHEMIS_CP,ModFnl-E,1,B5143154,8IQU21010,6A08I242SOB0/63/66,B,b: ATPG,7/27/19
ZTHEMIS_CP,ModFnl-E,1,B5144350,8IQU21010,6A08I242SOB0/63/88,E,s: 9 Core PG L3 Low Pwr,7/25/19
ZTHEMIS_CP,ModFnl-E,1,B5162920,8IQU21010,6A08I242SOB0/91/44,B,9: DRAM PRE,8/1/19
ZTHEMIS_CP,ModFnl-E,1,B5156015,8IQU21010,6A08I251SOB2/133/66,D,s: 7 Core AG,8/8/19
ZTHEMIS_CP,ModFnl-E,1,B5154858,8IQU21010,6A08I251SOB2/35/55,C,s: 8 Core AG,7/28/19
ZTHEMIS_CP,ModFnl-E,1,B5158530,8IQU21010,6A08I251SOB2/35/77,D,s: 6 Core AG,8/13/19
ZTHEMIS_CP,ModFnl-E,1,B5156014,8IQU21010,6A08I251SOB2/77/55,A,s: 7 Core AG,8/2/19
ZTHEMIS_CP,ModFnl-E,1,B5154385,8IQU21010,6A08I251SOB2/77/77,C,b: ATPG,7/29/19
ZTHEMIS_CP,ModFnl-E,1,B5157363,8IQU21010,6A08I251SOB2/91/77,C,s: 8 Core PG L3,7/27/19
ZTHEMIS_CP,ModFnl-E,1,B5143156,8IQU21010,6A08I252SOF4/105/77,D,s: 9 Core AG Low Pwr,7/24/19
ZTHEMIS_CP,ModFnl-E,1,B5147100,8IQU21010,6A08I252SOF4/119/22,D,p: Stress Sheet Fail,7/30/19
ZTHEMIS_CP,ModFnl-E,1,B5147099,8IQU21010,6A08I252SOF4/35/22,D,p: Stress Sheet Fail,8/11/19
ZTHEMIS_CP,ModFnl-E,1,B5140616,8IQU21010,6A08I252SOF4/49/77,D,s: 10 Core AG Low Pwr,7/17/19
ZTHEMIS_CP,ModFnl-E,1,B5149746,8IQU21010,6A08I252SOF4/77/11,D,s: 6 Core AG,8/5/19
